production,img,hit,subject_np,vp,subject_np_head,vp_head
A number of dogs wade in a pool in the park and play as their owners watch from afar.,41999070.jpg,4,A number of dogs, wade in a pool in the park and play as their owners watch from afar.,dogs,wade
Dog cooling off in a public fountain.,41999070.jpg,4,Dog,cooling off in a public fountain.,dog,cooling
Several dogs are playing in a fountain at a park.,41999070.jpg,4,Several dogs,are playing in a fountain at a park.,dogs,playing
A bunch of dogs are playing in the water.,41999070.jpg,4,A bunch of dogs,are playing in the water.,dogs,playing
Several dogs swim in a outside pool.,41999070.jpg,4,Several dogs, swim in a outside pool.,dogs,swim
The dogs are playing in the water.,41999070.jpg,4,The dogs,are playing in the water.,dogs,playing
Dogs are swimming and playing in a pool.,41999070.jpg,4,Dogs,are swimming and playing in a pool.,dogs,swimming
The dogs are playing in the water.,41999070.jpg,4,The dogs,are playing in the water.,dogs,playing
some dogs are playing inside a pool,41999070.jpg,4,some dogs,are playing inside a pool,dogs,playing
The girl is putting on a boot.,6237869128.jpg,4,The girl,is putting on a boot.,girl,putting
A girl is putting on her boots.,6237869128.jpg,4,A girl,is putting on her boots.,girl,putting
A young woman is putting on long boots.,6237869128.jpg,4,A young woman,is putting on long boots.,woman,putting
A woman is sitting on the floor pulling on a boot.,6237869128.jpg,4,A woman,is sitting on the floor pulling on a boot.,woman,sitting
The woman is trying to put on a boot.,6237869128.jpg,4,The woman,is trying to put on a boot.,woman,trying
The girl is putting on her boots.,6237869128.jpg,4,The girl,is putting on her boots.,girl,putting
A woman is putting on high top boots.,6237869128.jpg,4,A woman,is putting on high top boots.,woman,putting
A girl is putting on her thigh-high boots.,6237869128.jpg,4,A girl,is putting on her thigh-high boots.,girl,putting
A woman is sitting down as she puts on a boot.,6237869128.jpg,4,A woman,is sitting down as she puts on a boot.,woman,sitting
"A woman is sitting on the floor, putting on a boot, as another person sits in a chair and watches.",6237869128.jpg,4,A woman,"is sitting on the floor, putting on a boot, as another person sits in a chair and watches.",woman,sitting
A woman is sitting on the carpet pulling on her boots while another person is watching seated nearby.,6237869128.jpg,4,A woman,is sitting on the carpet pulling on her boots while another person is watching seated nearby.,woman,sitting
A woman sits on a floor to put on a boot.,6237869128.jpg,4,A woman, sits on a floor to put on a boot.,woman,sits
a girl is wearing a boot,6237869128.jpg,4,a girl,is wearing a boot,girl,wearing
A woman is trying on a boot.,6237869128.jpg,4,A woman,is trying on a boot.,woman,trying
A girl sits inside on the carpet and pulls her Bristol brown boot over her pink and red socks.,6237869128.jpg,4,A girl, sits inside on the carpet and pulls her Bristol brown boot over her pink and red socks.,girl,sits
A girl is putting on her boots.,6237869128.jpg,4,A girl,is putting on her boots.,girl,putting
A young woman is putting on a tall zip up boot on her right foot.,6237869128.jpg,4,A young woman,is putting on a tall zip up boot on her right foot.,woman,putting
"A woman sitting on the floor, putting on boots.",6237869128.jpg,4,A woman,"sitting on the floor, putting on boots.",woman,sitting
A girl is putting on some boots.,6237869128.jpg,4,A girl,is putting on some boots.,girl,putting
She's putting on a boot.,6237869128.jpg,4,She,is putting on a boot.,she,putting
A girl puts on a zip-up boot while her friend sits an office chair opposite her.,6237869128.jpg,4,A girl, puts on a zip-up boot while her friend sits an office chair opposite her.,girl,puts
A young woman pulls on a knee high heeled boot while sitting on the floor.,6237869128.jpg,4,A young woman, pulls on a knee high heeled boot while sitting on the floor.,woman,pulls
A woman wearing pink socks is pulling on calf-length zip up boots.,6237869128.jpg,4,A woman,is pulling on calf-length zip up boots.,woman,pulling
A man is using a broom to clean a set of stairs.,4580613274.jpg,4,A man,is using a broom to clean a set of stairs.,man,using
An old man is sweeping steps.,4580613274.jpg,4,An old man,is sweeping steps.,man,sweeping
A man is sweeping the steps.,4580613274.jpg,4,A man,is sweeping the steps.,man,sweeping
An elderly person stands on vast steps and is sweeping them with a broom.,4580613274.jpg,4,An elderly person, stands on vast steps and is sweeping them with a broom.,person,stands
A man is sweeping outdoor stairs in a park-like environment.,4580613274.jpg,4,A man,is sweeping outdoor stairs in a park-like environment.,man,sweeping
A man is sweeping his stairs.,4580613274.jpg,4,A man,is sweeping his stairs.,man,sweeping
A person sweeping stairs that have moss growing on the sides.,4580613274.jpg,4,A person,sweeping stairs that have moss growing on the sides.,person,sweeping
He's cleaning steps.,4580613274.jpg,4,He,is cleaning steps.,he,cleaning
A person is sweeping off steps that lead to an iron gate.,4580613274.jpg,4,A person,is sweeping off steps that lead to an iron gate.,person,sweeping
The person is sweeping the steps.,4580613274.jpg,4,The person,is sweeping the steps.,person,sweeping
An older person is sweeping stone steps leading up to a big gate.,4580613274.jpg,4,An older person,is sweeping stone steps leading up to a big gate.,person,sweeping
A man is sweeping stairs outside with an old broom.,4580613274.jpg,4,A man,is sweeping stairs outside with an old broom.,man,sweeping
A person is sweeping stairs while wearing traditional wooden clogs.,4580613274.jpg,4,A person,is sweeping stairs while wearing traditional wooden clogs.,person,sweeping
A woman is sweeping the steps.,4580613274.jpg,4,A woman,is sweeping the steps.,woman,sweeping
An older person uses a broom to sweep off some stone steps leading to a metal gate.,4580613274.jpg,4,An older person, uses a broom to sweep off some stone steps leading to a metal gate.,person,uses
A man is sweeping off stairs.,4580613274.jpg,4,A man,is sweeping off stairs.,man,sweeping
a man is cleaning on the ground with a broom,4580613274.jpg,4,a man,is cleaning on the ground with a broom,man,cleaning
A person is outside sweeping the stairs.,4580613274.jpg,4,A person, is outside sweeping the stairs.,person,is
A man is sweeping stairs outside.,4580613274.jpg,4,A man,is sweeping stairs outside.,man,sweeping
A man is sweeping some steps.,4580613274.jpg,4,A man,is sweeping some steps.,man,sweeping
A person is sweeping outdoor concrete steps with a straw broom.,4580613274.jpg,4,A person,is sweeping outdoor concrete steps with a straw broom.,person,sweeping
A person is sweeping steeps that lead up to a gate.,4580613274.jpg,4,A person,is sweeping steeps that lead up to a gate.,person,sweeping
A man uses a broom to sweep a step.,4580613274.jpg,4,A man, uses a broom to sweep a step.,man,uses
The boy is playing in the waves.,3260088697.jpg,4,The boy,is playing in the waves.,boy,playing
The little boy is playing in the ocean waves.,3260088697.jpg,4,The little boy,is playing in the ocean waves.,boy,playing
A toddler boy at the beach plays in the water.,3260088697.jpg,4,A toddler boy, plays in the water.,boy,plays
A child is standing in the small waves of water near shore.,3260088697.jpg,4,A child,is standing in the small waves of water near shore.,child,standing
A child playing in the water on the beach.,3260088697.jpg,4,A child,playing in the water on the beach.,child,playing
A boy is running through the beach water.,3260088697.jpg,4,A boy,is running through the beach water.,boy,running
A small child is playing in the waves on a beach.,3260088697.jpg,4,A small child,is playing in the waves on a beach.,child,playing
a little boy is playing with the waves at the beach,3260088697.jpg,4,a little boy,is playing with the waves at the beach,boy,playing
A little boy is playing in the surf at the beach while his dad watches.,3260088697.jpg,4,A little boy,is playing in the surf at the beach while his dad watches.,boy,playing
"A boy is standing on the beach at the edge of the waves,",3260088697.jpg,4,A boy,"is standing on the beach at the edge of the waves,",boy,standing
A young child is on the beach playing with the waves as they come in.,3260088697.jpg,4,A young child,is on the beach playing with the waves as they come in.,child,is
An excited young man wearing sunglasses is grinning as an ocean wave washes over his feet.,3260088697.jpg,4,An excited young man,is grinning as an ocean wave washes over his feet.,man,grinning
A cool kid in sunglasses balances on the shore as the waves rush his ankles.,3260088697.jpg,4,A cool kid in sunglasses,balances on the shore as the waves rush his ankles.,kid,balances
A little boy is jumping in the shallow ocean water on the beach.,3260088697.jpg,4,A little boy,is jumping in the shallow ocean water on the beach.,boy,jumping
A young boy plays in the surf on the beach.,3260088697.jpg,4,A young boy, plays in the surf on the beach.,boy,plays
"A young boy is playing in the water at a beach, while an adult stands close by.",3260088697.jpg,4,A young boy,"is playing in the water at a beach, while an adult stands close by.",boy,playing
"A kid in sunglasses and their parent on the beach, enjoying the ocean surf.",3260088697.jpg,4,A kid and their parent,enjoying the ocean surf,kid and parent,enjoying
A boy with sunglasses is playing with the waves.,3260088697.jpg,4,A boy,is playing with the waves.,boy,playing
The child is playing in the water.,3260088697.jpg,4,The child,is playing in the water.,child,playing
He's playing in the waves.,3260088697.jpg,4,He,is playing in the waves.,he,playing
A young boy is walking through the water at the beach.,3260088697.jpg,4,A young boy,is walking through the water at the beach.,boy,walking
A child is playing at the beach.,3260088697.jpg,4,A child,is playing at the beach.,child,playing
A little boy is jumping in the waves at the beach.,3260088697.jpg,4,A little boy,is jumping in the waves at the beach.,boy,jumping
The girl is tossing up the leaves.,4071750215.jpg,4,The girl,is tossing up the leaves.,girl,tossing
The girl is playing in the leaves.,4071750215.jpg,4,The girl,is playing in the leaves.,girl,playing
A kid is playing in a huge pile of leaves.,4071750215.jpg,4,A kid,is playing in a huge pile of leaves.,kid,playing
A little girl is smiling as she plays in a pile of leaves.,4071750215.jpg,4,A little girl,is smiling as she plays in a pile of leaves.,girl,smiling
A girl is playing in a bunch of leaves.,4071750215.jpg,4,A girl,is playing in a bunch of leaves.,girl,playing
A young girl is playing with leaves.,4071750215.jpg,4,A young girl,is playing with leaves.,girl,playing
A little girl is playing in the leaves.,4071750215.jpg,4,A little girl,is playing in the leaves.,girl,playing
A child is playing in fallen autumn leaves.,4071750215.jpg,4,A child,is playing in fallen autumn leaves.,child,playing
A little girl is playing in the fall leaves.,4071750215.jpg,4,A little girl,is playing in the fall leaves.,girl,playing
